intent,datetime,query
reminder/set_reminder,"13:37:reminder/todo,38:50:datetime",Remind me to return the library books in two weeks.
reminder/set_reminder,"4:12:reminder/noun,20:26:datetime,27:31:reminder/todo",set reminder for my monday exam
reminder/set_reminder,"21:33:reminder/todo,34:53:datetime",Set the reminder for doctor visit on Saturday morning.
reminder/set_reminder,13:37:reminder/todo,Remind me to leave the Keys for James
reminder/set_reminder,"4:12:reminder/noun,19:28:reminder/todo",set reminder about book club
reminder/set_reminder,10:16:datetime,remind me at 5pm
reminder/set_reminder,"10:25:datetime,29:70:reminder/todo",remind me at 5:00 tonight to check if Johnny has finished his homework
reminder/set_reminder,"6:14:reminder/noun,19:28:reminder/todo",set a reminder for christmas
reminder/set_reminder,13:32:reminder/todo,remind me to schedule a check up
reminder/set_reminder,"7:15:reminder/noun,20:43:reminder/todo,44:60:datetime",Make a reminder for Taco Beell with friends tomorrow at noon
reminder/set_reminder,13:41:reminder/todo,remind me to pick up milk on the way home
reminder/set_reminder,"13:32:reminder/todo,33:41:datetime",Remind me to go grocery shopping tomorrow.
reminder/set_reminder,"16:35:reminder/todo,36:44:datetime",remind me on my dentist appointment at 10 am
reminder/set_reminder,"7:15:reminder/noun,19:42:reminder/todo",Can my reminder to pick up my dry cleaning
reminder/set_reminder,"13:18:reminder/todo,19:30:reminder/recurring_period",Remind me to floss every night.
reminder/set_reminder,"13:25:reminder/todo,26:44:datetime",remind me to set my alarm for 8 am on sunday
reminder/set_reminder,13:23:reminder/todo,Remind me to lock doors
reminder/set_reminder,"20:57:reminder/todo,58:63:datetime",Please remind me to go to the bank when I get out of work today.
reminder/set_reminder,13:40:reminder/todo,Remind me to call Rebecca on my way home
reminder/set_reminder,13:32:reminder/todo,Remind me to stop at the library
reminder/set_reminder,"11:19:reminder/noun,20:30:datetime",Schedule a reminder for Monday
reminder/set_reminder,13:31:reminder/todo,remind me to purchase groceries
reminder/set_reminder,13:27:reminder/todo,Remind me to buy toothpaste
reminder/set_reminder,"13:27:reminder/todo,28:36:datetime",remind me to buy toothpaste tomorrow
reminder/set_reminder,"13:30:reminder/todo,31:36:datetime",Remind me to get pots and pans today 
reminder/set_reminder,"13:28:reminder/todo,29:44:datetime",remind me to go to the beach on the weekends
reminder/set_reminder,"4:12:reminder/noun,16:28:reminder/todo,29:35:datetime",Set reminder to walk the dog at 6pm
reminder/set_reminder,"13:22:reminder/todo,23:30:datetime",Remind me to go to bed at 10pm
reminder/set_reminder,"4:12:reminder/noun,13:28:datetime",set reminder for sunday at 9
reminder/set_reminder,"4:12:reminder/noun,17:30:reminder/todo,31:50:reminder/recurring_period",Set reminder for birth control every fourth Sunday
reminder/set_reminder,13:23:reminder/todo,Remind me to call Chris
reminder/set_reminder,10:22:datetime,Remind me in 5 minutes.
reminder/set_reminder,"6:14:reminder/noun,15:36:datetime",Set a reminder for 4:00 on Wednesday.
reminder/set_reminder,"13:27:reminder/todo,28:40:datetime",remind me to take out trash tonight at 6
reminder/set_reminder,"16:23:reminder/todo,24:38:datetime",remind me about concert at 7pm tonight
reminder/set_reminder,13:44:reminder/todo,Remind me to set an appointment for my x-ray.
reminder/set_reminder,"13:38:reminder/todo,39:44:datetime",remind me to pick up coffee after work today
reminder/set_reminder,"10:17:datetime,21:35:reminder/todo,36:56:datetime",remind me at 8:00 to reset my alarm for tomorrow morning
reminder/set_reminder,"13:53:reminder/todo,54:61:datetime",remind me to buy apple juice on my way home from work tonight
reminder/set_reminder,"13:34:reminder/todo,35:40:datetime",Remind me to buy yogurt at Safeway today.
reminder/set_reminder,"10:18:reminder/noun,36:54:reminder/todo",Give me a reminder 2 days before my doctor appointment
reminder/set_reminder,13:27:reminder/todo,remind me to go to the bank
reminder/set_reminder,"16:22:reminder/todo,23:30:datetime",remind me about dinner tonight
reminder/set_reminder,13:35:reminder/todo,Remind me to return the green shoes.
reminder/set_reminder,13:50:reminder/todo,remind me to catch Frank before he leaves for work
reminder/set_reminder,13:25:reminder/todo,Remind me to get the mail
reminder/set_reminder,"10:17:datetime,21:41:reminder/todo",Remind me at 1 pm to buy bread at Walmart.
reminder/set_reminder,"19:37:reminder/todo,38:55:datetime",remind me I have a doctor appointment on Friday at 9 am
reminder/set_reminder,"6:14:reminder/noun,18:32:reminder/todo,33:45:datetime",Set a reminder to take out trash at 8pm today.
reminder/set_reminder,"13:23:reminder/todo,24:30:datetime",remind me to buy coffee at 7am
reminder/set_reminder,"13:27:reminder/todo,28:38:datetime",Remind me to go to the bank on Tuesday.
reminder/set_reminder,13:22:reminder/todo,remind me to visit mom
reminder/set_reminder,"4:12:reminder/noun,13:26:datetime,30:53:reminder/todo",Set reminder for next week to return books to library.
reminder/set_reminder,"13:22:reminder/todo,23:31:datetime",Remind me to go to QCM at 11 am
reminder/set_reminder,"13:49:reminder/todo,50:59:datetime",Remind me to pick buy flowers for Mary's birthday on Friday
reminder/set_reminder,"13:42:reminder/todo,43:53:datetime",remind me to cancel the netflix free trial in 20 days
reminder/set_reminder,"13:22:reminder/todo,23:31:datetime",Remind me to eat lunch tomorrow.
reminder/set_reminder,13:24:reminder/todo,Remind me to lock my car.
reminder/set_reminder,"9:17:reminder/noun,18:41:datetime",I need a reminder for 45 minutes from now.
reminder/set_reminder,6:14:reminder/noun,set a reminder
reminder/set_reminder,13:41:reminder/todo,remind me to get chocolate milk at kroger
reminder/set_reminder,"20:38:reminder/todo,39:55:datetime",Remind me to make a doctor appointment Wednesday at 2pm
reminder/set_reminder,"13:28:reminder/todo,29:37:datetime",Remind me to let the dog out tomorrow
reminder/set_reminder,"13:29:reminder/todo,30:51:datetime",remind me to go to the doctor next tuesday at 10 am
reminder/set_reminder,"6:14:reminder/noun,18:29:reminder/todo",Set a reminder to refill meds
reminder/set_reminder,"4:12:reminder/noun,17:23:reminder/todo,24:40:datetime",Set reminder for school at 8 AM tomorrow.
reminder/set_reminder,"7:15:reminder/noun,16:30:reminder/recurring_period",Repeat reminder every Thursday
reminder/set_reminder,"13:30:reminder/todo,31:38:datetime",Remind me to turn the iron off after 5
reminder/set_reminder,"13:27:reminder/todo,28:34:datetime",Remind me to set home alarm at 8pm
reminder/set_reminder,"19:38:reminder/todo,39:50:datetime",Remind me about my doctors appointment monday at 9
reminder/set_reminder,"4:12:reminder/noun,14:23:reminder/todo",new reminder; get candy
reminder/set_reminder,13:39:reminder/todo,remind me to make a doctors appointment
reminder/set_reminder,"13:29:reminder/todo,30:46:datetime",Remind me to take my medicine tomorrow morning.
reminder/set_reminder,"0:18:reminder/todo,29:36:datetime",Need milk and eggs remind me tonight
reminder/set_reminder,"16:36:reminder/todo,37:53:datetime",Remind me of my doctor's appointment tomorrow morning
reminder/set_reminder,"13:29:reminder/todo,30:45:datetime",remind me to pick up the mail at 4pm tomorrow
reminder/set_reminder,8:16:reminder/noun,Set new reminder
reminder/set_reminder,4:12:reminder/noun,set reminder an hour beforehand
reminder/set_reminder,"20:36:reminder/todo,37:45:datetime",Please remind me to buy paper towels tomorrow.
reminder/set_reminder,"13:23:reminder/todo,24:37:reminder/recurring_period,38:44:datetime",remind me to make lunch every weekday at 8am
reminder/set_reminder,"6:14:reminder/noun,18:51:reminder/todo,52:68:datetime",Set a reminder to bring birthday treats into office tomorrow morning.
reminder/set_reminder,13:25:reminder/todo,Remind me to buy dog food.
reminder/set_reminder,10:40:reminder/todo,Remind to buy a gift for the Baby shower
reminder/set_reminder,"17:31:datetime,35:67:reminder/todo",Please remind me tonight at 8pm to take my medicine before bed time.
reminder/set_reminder,"9:17:reminder/noun,18:46:reminder/todo,47:65:datetime",I need a reminder pick up sue from the airport on tuesday at 6 pm
reminder/set_reminder,"7:15:reminder/noun,20:39:reminder/todo",make a reminder for doctors appointment
reminder/set_reminder,"13:21:reminder/noun,32:40:reminder/todo,41:55:datetime",Please set a reminder for me to clean up this afternoon.
reminder/set_reminder,13:40:reminder/todo,Remind me to buy flowers on the way home
reminder/set_reminder,"13:28:reminder/todo,29:37:datetime",Remind me to go to the store tomorrow
reminder/set_reminder,"13:47:reminder/todo,48:58:datetime",Remind me to pick up the boys from school early on Tuesday
reminder/set_reminder,"4:12:reminder/noun,16:36:reminder/todo",Add reminder to pick up dry cleaning
reminder/set_reminder,13:27:reminder/todo,Remind me to buy more chips.
reminder/set_reminder,"20:44:reminder/todo,45:56:datetime",Please remind me to pick up the dry cleaning on Thursday.
reminder/set_reminder,"13:36:reminder/todo,37:48:datetime",Remind me to pay Peggy for utilities on the 18th.
reminder/set_reminder,"13:29:reminder/todo,30:39:datetime",remind me to pay the mortgage on friday
reminder/set_reminder,"13:25:reminder/todo,26:42:datetime",Remind me to set my alarm for 5am tomorrow.
reminder/set_reminder,"6:14:reminder/noun,22:38:reminder/todo,39:63:datetime",Set a reminder for my 1030 appointment on Monday one hour ahead
reminder/set_reminder,"13:25:reminder/todo,26:32:datetime",remind me to pick up kids at 5pm
reminder/set_reminder,21:32:reminder/todo,Can you remind me to call Briana?
reminder/set_reminder,"13:52:reminder/todo,53:64:datetime",Remind me to pick up my glasses at the vision center on Thursday
reminder/set_reminder,"10:39:reminder/todo,40:56:datetime",Remind me bring Josh to soccer practice tomorrow evening
reminder/set_reminder,13:36:reminder/todo,Remind me to pick up wine for dinner
reminder/set_reminder,"6:14:reminder/noun,15:27:datetime",Set a reminder for tomorrow.
reminder/set_reminder,13:38:reminder/todo,Remind me to deposit money at the bank
reminder/set_reminder,"13:23:reminder/todo,24:30:datetime",remind me to get a cake monday
reminder/set_reminder,"13:23:reminder/todo,24:35:datetime",remind me to clean room next Friday
reminder/set_reminder,"13:33:reminder/todo,34:50:datetime",remind me to clean the litter box on Friday at 7pm.
reminder/set_reminder,"13:28:reminder/todo,29:37:datetime",Remind me to go to the store tomorrow
reminder/set_reminder,17:54:reminder/todo,please remind to stop by the grocery store to buy milk
reminder/set_reminder,13:34:reminder/todo,remind me to order daughters pants
reminder/set_reminder,13:28:reminder/todo,Remind me to call the school
reminder/set_reminder,13:43:reminder/todo,Remind me to put bread on the shopping list
reminder/set_reminder,13:27:reminder/todo,remind me to pick up my son
reminder/set_reminder,"9:17:reminder/noun,21:30:reminder/todo",Create a reminder to pay bills
reminder/set_reminder,13:41:reminder/todo,remind me to schedule a lunch with Martha
reminder/set_reminder,"6:14:reminder/noun,25:39:reminder/todo,40:48:datetime",Set a reminder for me to bring the gift at 10 AM
reminder/set_reminder,"13:21:reminder/todo,22:27:datetime",Remind me to call dad today.
reminder/set_reminder,13:29:reminder/todo,Remind me to charge my Kindle.
reminder/set_reminder,"13:21:datetime,24:31:reminder/todo",remind me of tomorrow's meeting
reminder/set_reminder,13:26:reminder/todo,remind me to take my lunch
reminder/set_reminder,"13:36:reminder/todo,37:49:datetime",remind me to check the kids homework this weekend
reminder/set_reminder,"0:6:reminder/noun,13:40:reminder/todo",remind me to schedule doctor appointment
reminder/set_reminder,13:42:reminder/todo,Remind me to take the cake out of the oven in 40 minutes.
reminder/set_reminder,"6:14:reminder/noun,15:31:datetime",Set a reminder for 3pm tomorrow.
reminder/set_reminder,"4:12:reminder/noun,16:30:reminder/todo",set reminder to make breakfast
reminder/set_reminder,13:32:reminder/todo,Remind me to turn off the lights
reminder/set_reminder,"13:18:reminder/todo,19:25:datetime",remind me to leave at 5pm.
reminder/set_reminder,"13:52:reminder/todo,53:61:datetime",Remind me to schedule an appointment with the doctor tomorrow
reminder/set_reminder,13:44:reminder/todo,Remind me to call for a doctor's appointment
reminder/set_reminder,"6:14:reminder/noun,18:35:reminder/todo,36:47:datetime",Set a reminder to buy peanut butter on Saturday
reminder/set_reminder,"13:42:reminder/todo,43:50:datetime",Remind me to buy milk at the grocery store tonight
reminder/set_reminder,"13:29:reminder/todo,30:36:datetime",remind me to take my medicine at 9pm
reminder/set_reminder,"6:14:reminder/noun,18:30:reminder/todo",set a reminder to wash the dog
reminder/set_reminder,"20:30:reminder/todo,31:52:datetime",Remind me about the phone call at 10 am on Wednesday.
reminder/set_reminder,"13:17:reminder/todo,18:33:datetime",Remind me to vote on November 6th
reminder/set_reminder,13:22:reminder/todo,remind me to text clau
reminder/set_reminder,"13:26:reminder/todo,27:36:reminder/recurring_period,37:43:datetime",Remind me to walk the dogs every day at 5pm
reminder/set_reminder,"21:29:reminder/todo,30:34:datetime",remind my husband to get eggs at 6
reminder/set_reminder,"6:14:reminder/noun,19:33:reminder/todo",Set a reminder for Mom's birthday
reminder/set_reminder,"13:26:reminder/todo,27:36:datetime",Remind me to pick up lunch at 4:30pm.
reminder/set_reminder,"6:14:reminder/noun,15:38:datetime",Set a reminder for 15 minutes from now
reminder/set_reminder,"6:12:reminder/recurring_period,13:21:reminder/noun,25:33:reminder/todo,34:55:datetime",Set a weekly reminder to call mom on Wednesday's at 8pm.
reminder/set_reminder,"13:23:reminder/todo,24:27:datetime",remind me to go the gym 5pm
reminder/set_reminder,"14:20:reminder/todo,21:36:datetime",Remind me the flight tomorrow at 6am
reminder/set_reminder,25:70:reminder/todo,I need to be reminded to get the address to East Windsor Middle School
reminder/set_reminder,"13:24:reminder/todo,25:30:datetime",Remind me to wash my car today
reminder/set_reminder,"4:12:reminder/noun,21:24:reminder/todo,25:41:datetime",set reminder for the gym tomorrow morning
reminder/set_reminder,"9:17:reminder/noun,21:31:reminder/todo",Add me a reminder to buy cheese
reminder/set_reminder,"9:17:reminder/noun,21:28:reminder/todo,29:34:datetime",I need a reminder to get gas today.
reminder/set_reminder,"6:14:reminder/noun,18:35:reminder/todo,36:57:datetime",Set a reminder to buy half and half tomorrow morning at 8
reminder/set_reminder,13:52:reminder/todo,Remind me to get eggs when I am at the grocery store.
reminder/set_reminder,"6:14:reminder/noun,18:31:reminder/todo,32:46:datetime",set a reminder to pick up Susan Monday morning
reminder/set_reminder,"13:34:reminder/todo,35:43:datetime",remind me to pay the electric bill before 5
reminder/set_reminder,"13:47:reminder/todo,48:56:datetime",Remind me to buy dish soap at the grocery store tomorrow
reminder/set_reminder,"6:14:reminder/noun,18:29:reminder/todo",set a reminder to drink water
reminder/set_reminder,13:31:reminder/todo,remind me to take out the trash
reminder/set_reminder,"13:25:reminder/todo,26:38:datetime",remind me to go to school in two hours
reminder/set_reminder,"6:14:reminder/todo,15:23:reminder/noun,24:41:datetime",enter playdate reminder for tomorrow at 2
reminder/set_reminder,"6:14:reminder/noun,19:33:reminder/todo",set a reminder for mom's birthday
reminder/set_reminder,"13:50:reminder/todo,51:68:datetime",Remind me to pick up burger buns when grocery shop on Thursday night.
reminder/set_reminder,"13:21:reminder/todo,22:29:datetime",remind me to buy milk tonight
reminder/set_reminder,"13:35:reminder/todo,36:48:datetime",remind me to bring my shopping list for tomorrow
reminder/set_reminder,13:30:reminder/todo,remind me to turn off my alarm
reminder/set_reminder,10:40:reminder/todo,remind to take grandmother to the doctor
reminder/set_reminder,13:38:reminder/todo,remind me to go by the bank after work
reminder/set_reminder,"13:29:reminder/todo,30:45:datetime",Remind me to go food shopping tomorrow at 6pm
reminder/set_reminder,10:23:datetime,remind me 2 days before mothers day comes up
reminder/set_reminder,"6:14:reminder/noun,18:41:reminder/todo",Set a reminder to pick up Tariq at school
reminder/set_reminder,"4:13:reminder/noun,18:30:reminder/recurring_period,34:41:reminder/todo",set reminders for every friday to get gas
reminder/set_reminder,13:46:reminder/todo,Remind me to take the clothes out of the dryer please.
reminder/set_reminder,"0:6:reminder/noun,13:21:reminder/todo,22:30:datetime",remind me to buy milk tomorrow
reminder/set_reminder,"25:49:reminder/todo,50:60:datetime",Remind me that I have to pick up the dry cleaning on Tuesday.
reminder/set_reminder,"13:29:reminder/todo,30:37:datetime",Remind me to watch my tv show tonight
reminder/set_reminder,"0:19:reminder/todo,20:26:datetime",go grocery shopping at 9pm remind me
reminder/set_reminder,13:36:reminder/todo,Remind me to send birthday greetings
reminder/set_reminder,"10:20:datetime,24:52:reminder/todo",Remind me in 2 hours to pick up milk on the way home
reminder/set_reminder,"13:29:reminder/todo,30:37:datetime",Remind me to get toilet paper tonight
reminder/set_reminder,"13:35:reminder/todo,36:44:datetime",Remind me to sign up for my classes tomorrow.
reminder/set_reminder,13:29:reminder/todo,Remind me to get toilet paper
reminder/set_reminder,"13:18:reminder/todo,19:32:reminder/recurring_period,33:43:datetime",remind me to clean every weekend at 11:30am
reminder/set_reminder,"13:27:reminder/todo,28:35:datetime",remind me to pick up dinner tonight
reminder/set_reminder,"6:14:reminder/noun,18:33:reminder/todo,34:50:datetime",set a reminder to call the doctor tomorrow at 10am.
reminder/set_reminder,"6:14:reminder/noun,18:27:reminder/todo,28:46:datetime",Set a reminder to go to gym tomorrow afternoon
reminder/set_reminder,13:34:reminder/todo,Remind me to go to the post office
reminder/set_reminder,13:24:reminder/todo,remind me to go on a run
reminder/set_reminder,"13:26:reminder/todo,27:34:datetime",Remind me to buy groceries tonight
reminder/set_reminder,"13:31:reminder/todo,32:38:datetime",remind me to pay the water bill friday
reminder/set_reminder,"13:23:reminder/todo,24:36:reminder/recurring_period",Remind me of gymnastics each Tuesday.
reminder/set_reminder,"13:34:reminder/todo,35:44:datetime",Remind me to buy a present for Mom next week
reminder/set_reminder,"10:18:datetime,22:32:reminder/todo",Remind me tomorrow to buy stamps.
reminder/set_reminder,"13:23:reminder/todo,24:31:datetime",Remind me to do my work tonight.
reminder/set_reminder,13:54:reminder/todo,Remind me to return borrowed movies back to my brother.
reminder/set_reminder,"0:8:reminder/noun,10:22:reminder/todo,23:28:datetime","reminder, visit doctor at 3p"
reminder/set_reminder,13:45:reminder/todo,Remind me to call the dentist and set an appt
reminder/set_reminder,13:34:reminder/todo,Remind me to take out garbage cans
reminder/set_reminder,"16:29:reminder/todo,30:48:datetime",Remind me of my staff meeting ten minutes before the start time
reminder/set_reminder,"6:14:reminder/noun,15:29:datetime",Set a reminder for 2:00 today.
reminder/set_reminder,13:20:reminder/todo,remind me to get gas
reminder/set_reminder,10:32:reminder/todo,Remind to reschedule the meeting
reminder/set_reminder,"13:22:reminder/todo,23:35:datetime",Remind me to go to bed at 9 tonight
reminder/set_reminder,"13:21:reminder/todo,22:30:datetime",Remind me to buy eggs tomorrow.
reminder/set_reminder,"13:39:reminder/todo,40:50:datetime",Remind me to bring home my history book on Tuesday.
reminder/set_reminder,"6:14:reminder/noun,15:26:datetime,31:39:datetime,44:49:reminder/todo",Set a reminder for Tuesday and Thursday for trash
reminder/set_reminder,"13:26:reminder/todo,27:42:reminder/recurring_period",Remind me to order diapers every two weeks.
reminder/set_reminder,25:40:reminder/todo,Remind me that I need to let the dog out
reminder/set_reminder,"13:44:reminder/todo,45:53:datetime",Remind me to cancel chiropractor appointment tomorrow.
reminder/set_reminder,13:41:reminder/todo,remind me to stop at the store after work
reminder/set_reminder,"6:14:reminder/noun,18:42:reminder/todo",Set a reminder to mail a package to my mom.
reminder/set_reminder,"25:41:reminder/todo,42:56:datetime",REMIND ME THAT I HAVE AN HAIR APPOINTMENT TONIGHT AT 7PM
reminder/set_reminder,4:12:reminder/noun,"New reminder, please"
reminder/set_reminder,"13:29:reminder/todo,30:38:datetime",Remind me to buy rice pudding tomorrow
reminder/set_reminder,"13:32:reminder/todo,33:38:datetime",remind me to go to the surf shop today
reminder/set_reminder,13:28:reminder/todo,remind me to cancel my alarm.
reminder/set_reminder,13:42:reminder/todo,Remind me to get toilet paper at the store
reminder/set_reminder,21:34:reminder/recurring_period,remind me to do this everyday at 5
reminder/set_reminder,"13:36:reminder/todo,37:54:datetime",Remind me to take car in for service Monday at 8:15 am
reminder/set_reminder,"21:37:reminder/todo,38:44:datetime",Can you remind me to take my medicine at 4pm
reminder/set_reminder,"6:14:reminder/noun,18:36:reminder/todo,37:44:datetime",set a reminder to take out the trash at 7 pm
reminder/set_reminder,13:29:reminder/todo,Remind me to set my 7am alarm.
reminder/set_reminder,"13:21:reminder/todo,22:27:datetime",remind me to buy eggs today
reminder/set_reminder,13:21:reminder/todo,remind me to call mom
reminder/set_reminder,"13:31:reminder/todo,32:38:datetime",Remind me to leave for the park at 2pm
reminder/set_reminder,"13:21:reminder/noun,25:48:reminder/todo,49:68:datetime",please set a reminder to pick up school supplies on Thursday evening
reminder/set_reminder,13:39:reminder/todo,remind me to call kelly when i get home
reminder/set_reminder,13:41:reminder/todo,Remind me to call my dad for his birthday.
reminder/set_reminder,13:31:reminder/todo,Remind me to fix the fire alarm.
reminder/set_reminder,13:29:reminder/todo,remind me to return the shoes
reminder/set_reminder,"13:22:reminder/todo,23:31:datetime",remind me to call John tomorrow
reminder/set_reminder,"4:12:reminder/noun,16:30:reminder/todo,31:38:datetime",set reminder to call work back at 8 am
reminder/set_reminder,"13:18:reminder/todo,19:27:reminder/recurring_period,28:34:datetime",remind me to study everyday at 9pm
reminder/set_reminder,"13:27:reminder/todo,28:35:datetime",Remind me to buy some candy tonight.
reminder/set_reminder,"0:8:reminder/noun,12:25:reminder/todo",reminder to pay insurance
reminder/set_reminder,"13:20:reminder/todo,21:36:datetime",remind me to wake up at 5am tomorrow
reminder/set_reminder,"13:34:reminder/todo,35:52:datetime",Remind me to buy cookies at bakery on Friday morning
reminder/set_reminder,"6:14:reminder/noun,19:23:reminder/todo,24:39:datetime",set a reminder for work tomorrow at 6am
reminder/set_reminder,"16:31:reminder/todo,32:42:datetime",Remind me about Sara's birthday on May 8th.
reminder/set_reminder,13:23:reminder/todo,remind me to set alarms
reminder/set_reminder,13:47:reminder/todo,Remind me to get some more peppers at the store.
reminder/set_reminder,18:26:datetime,Remind me of that tomorrow
reminder/set_reminder,"24:43:reminder/todo,44:54:datetime","first item reminder for doctors appointment for Monday, August 14 at 4PM"
reminder/set_reminder,"13:20:reminder/todo,21:28:datetime",Remind me to buy gas tonight.
reminder/set_reminder,10:24:datetime,remind me in last 2 mins
reminder/set_reminder,13:45:reminder/todo,Remind me to get my laptop when I get to work
reminder/set_reminder,"13:27:reminder/todo,28:35:datetime",remind me to turn off stove at 5 pm
reminder/set_reminder,13:28:reminder/todo,remind me to pay capital one
reminder/set_reminder,"6:14:reminder/noun,18:26:reminder/todo,27:37:datetime",Set a reminder to call Mom on Tuesday
reminder/set_reminder,"13:36:reminder/todo,37:44:datetime",Remind me to change the water filter tonight
reminder/set_reminder,13:30:reminder/todo,Remind me to put out the trash
reminder/set_reminder,13:46:reminder/todo,Remind me to call my brother when I land in LA
reminder/set_reminder,16:24:datetime,Remind me again tomorrow
reminder/set_reminder,13:38:reminder/todo,Remind me to take my car for a tune up
reminder/set_reminder,"0:8:reminder/noun,12:46:reminder/todo",Reminder to create emails and make phone calls
reminder/set_reminder,13:28:reminder/todo,Remind me to buy almond milk
reminder/set_reminder,13:21:reminder/todo,remind me to buy milk
reminder/set_reminder,"4:12:reminder/noun,13:25:datetime,29:60:reminder/todo",Set reminder for tomorrow to turn in end of the month report
reminder/set_reminder,"6:14:reminder/noun,18:27:reminder/todo,28:44:datetime",set a reminder to call nike tomorrow at 9 am
reminder/set_reminder,"13:42:reminder/todo,43:57:datetime",Remind me to pick up tickets to my concert tonight at 5pm
reminder/set_reminder,"13:29:reminder/todo,30:40:datetime",Remind me to stop at the bank at 7:00 pm.
reminder/set_reminder,"13:26:reminder/todo,27:39:datetime",Remind me of american idol tonight at 8.
reminder/set_reminder,10:20:datetime,Remind me at 5:00 pm
reminder/set_reminder,"13:26:reminder/todo,27:32:reminder/recurring_period,33:40:datetime",remind me to take medicine daily at 1 pm
reminder/set_reminder,"7:15:reminder/noun,20:32:reminder/todo,33:46:datetime",create reminder for work meeting monday at 9am
reminder/set_reminder,"13:21:reminder/todo,22:29:datetime",remind me to call mom tonight
reminder/set_reminder,"13:41:reminder/todo,42:47:datetime",Remind me to pick up the kids from school today.
reminder/set_reminder,"13:27:reminder/todo,28:34:datetime",Remind me to watch Insecure Sunday
reminder/set_reminder,"13:29:reminder/todo,30:47:datetime",remind me to go to open house on friday at 3 pm
reminder/set_reminder,"13:61:reminder/todo,62:78:datetime",Remind me to wish Emily congratulations before her graduation tomorrow at noon.
reminder/set_reminder,"13:27:reminder/todo,28:36:datetime",remind me to mop the floors tomorrow
reminder/set_reminder,13:34:reminder/todo,remind me to buy more toilet paper
reminder/set_reminder,"13:36:reminder/todo,37:45:datetime",remind me to take my dogs to the vet tomorrow
reminder/set_reminder,"13:35:reminder/todo,36:43:datetime",remind me of lunch today with janel at 1 pm
reminder/set_reminder,"9:17:reminder/noun,18:26:datetime,27:35:reminder/recurring_period,39:54:reminder/todo",I need a reminder for 4:10 everyday to take medication
reminder/set_reminder,7:15:reminder/noun,Repeat reminder
reminder/set_reminder,"13:27:reminder/todo,28:35:datetime",remind me to update my apps tonight
reminder/set_reminder,"0:7:reminder/todo,8:13:datetime",Dr appt at 10 remind me
reminder/set_reminder,"6:14:reminder/noun,19:34:reminder/recurring_period",Set a reminder for every 2 minutes
reminder/set_reminder,"13:26:reminder/todo,27:43:datetime",Remind me to bake brownies tomorrow morning
reminder/set_reminder,"6:14:reminder/noun,18:30:reminder/todo,31:38:datetime",Add a reminder to start dinner at 5 pm
reminder/set_reminder,"13:24:reminder/todo,25:39:datetime",Remind me of appointment the day before
reminder/set_reminder,"6:14:reminder/noun,18:26:reminder/todo,27:43:datetime",Add a reminder to buy eggs tomorrow morning.
reminder/set_reminder,"13:42:reminder/todo,43:56:datetime",Remind me to schedule a dental appointment for next week.
reminder/set_reminder,"15:35:reminder/todo,36:44:datetime",remind me that gardner will be here at 12:30
reminder/set_reminder,"4:9:reminder/recurring_period,10:18:reminder/noun,19:25:datetime,29:38:reminder/todo",set daily reminder at 3PM to go to gym
reminder/set_reminder,"4:12:reminder/noun,13:24:reminder/recurring_period",set reminder for 30 days
reminder/set_reminder,"13:27:reminder/todo,28:44:datetime",Remind me to call my sister tomorrow morning.
reminder/set_reminder,"13:26:reminder/todo,30:43:reminder/recurring_period",remind me to feed the cats at 8am every day
reminder/set_reminder,"6:14:reminder/noun,15:22:datetime,26:76:reminder/todo",Set a reminder at 3 pm to pick up Zachary for his rehabilitation appointment.
reminder/set_reminder,13:41:reminder/todo,Remind me to order more cat litter online.
reminder/set_reminder,13:39:reminder/todo,remind me to go to the store after work
reminder/set_reminder,13:29:reminder/todo,remind me to get school books
reminder/set_reminder,"4:13:reminder/noun,14:33:datetime,38:50:reminder/todo",Set reminders for 24 hours before all appointments
reminder/set_reminder,"13:32:reminder/todo,33:52:datetime",Remind me to go grocery shopping on Saturday morning.
reminder/set_reminder,13:21:reminder/noun,Create a new reminder
reminder/set_reminder,"7:15:reminder/noun,16:28:datetime,31:42:reminder/todo",Make a reminder for tomorrow's appointment.
reminder/set_reminder,13:32:reminder/todo,Remind me to stop by post office.
reminder/set_reminder,13:27:reminder/todo,Remind me to pay phone bill in 3 days
reminder/set_reminder,13:24:reminder/todo,Remind me to call my mom
reminder/set_reminder,"4:12:reminder/noun,19:33:reminder/todo,34:53:datetime",Set reminder for a birthday party next Friday at 10pm
reminder/set_reminder,"21:36:reminder/todo,37:47:datetime",Remind me of earlier meeting at work at 7:45 am
reminder/set_reminder,13:26:reminder/todo,Remind me to turn off oven.
reminder/set_reminder,"0:8:reminder/noun,9:26:reminder/todo,27:30:datetime",reminder keys phone wallet 8am
reminder/set_reminder,13:27:reminder/todo,remind me to reply to susan
reminder/set_reminder,13:25:reminder/todo,Remind me to wash the car
reminder/set_reminder,"16:57:reminder/todo,58:75:datetime",Remind me of my appointment with David's speech therapist at 11 AM tomorrow
reminder/set_reminder,"13:24:reminder/todo,25:32:datetime",Remind me to watch movie at 7 PM.
reminder/set_reminder,"13:25:reminder/todo,26:37:datetime",Remind me to call the Dr. on Thursday.
reminder/set_reminder,"13:38:reminder/todo,39:54:datetime",remind me to pick up sara from daycare tonight at 4:30?
reminder/set_reminder,13:43:reminder/todo,remind me to pickup dry cleaning after work
